ticket_id,title,category_reported,domain,priority,severity,status,created_at,resolved_at,description,symptoms,impact,service_component,environment,technology_stack,root_cause,resolution_steps,runbook_available,runbook_used,manual_intervention,true_category,predicted_category,confidence_score,resolution_time_minutes
INC-1333,Role misconfiguration,Incident,Authentication / Authorization Issues,P2,High,Resolved,2025-09-18 18:58:00,2025-09-21 12:58:00,Customer reported: Admin users getting 403 Forbidden on billing portal.,Admin users getting 403 Forbidden on billing portal. Role shown as correct in DB.,Finance team blocked from critical workflows.,Session Store,Staging,Keycloak,Accidental deletion of role-to-permission mapping during migration cleanup script.,1. Restored mapping from DB backup. 2. Cleared permission cache. 3. Verified admin access.,False,False,True,Incident,Incident,0.83,3960
INC-1334,Upgrade deprecated library,Improvement / Task,Application / Backend Issues,P2,Low,Closed,2025-08-09 19:07:00,2025-08-10 00:07:00,Tech debt item: Dependabot flagged a critical CVE in the requests library. Need to upgrade to patched version.,Dependabot flagged critical CVE in requests library.,Potential SSRF vulnerability if exploited.,Frontend Webapp,Production,"Go, Gin",Dependency pinned to old version and never updated.,1. Upgraded to patched version. 2. Ran regression tests. 3. Deployed.,True,False,True,Improvement / Task,Improvement / Task,0.74,300
INC-1335,Implement token rotation policy,Improvement / Task,Authentication / Authorization Issues,P3,Low,In Progress,2025-08-02 12:49:00,,Security audit flagged long-lived refresh tokens as a risk. Need to define and enforce rotation policy. Please look into this.,Security audit flagged long-lived refresh tokens as risk.,Stolen refresh tokens valid indefinitely if not rotated.,Session Store,Staging,"Redis, Node.js",Pending investigation,Pending investigation,False,False,False,Improvement / Task,Improvement / Task,0.94,
INC-1336,Automate log rotation configuration,Improvement / Task,Infrastructure / Cloud Issues,P2,Low,Resolved,2025-10-12 07:41:00,2025-10-12 10:41:00,Raising this for tracking: Post-incident review flagged manual log rotation as a recurring operational risk across all nodes.,Post-incident review revealed manual log rotation as recurring risk.,Recurring risk of disk full incidents across all logging nodes.,Kubernetes Cluster,Production,"Elasticsearch, Linux",No standardised log rotation policy enforced via configuration management.,1. Added logrotate config to Ansible playbook. 2. Applied across fleet. 3. Tested.,False,False,False,Improvement / Task,Improvement / Task,0.8,180
INC-1337,Pod crash looping,Incident,Infrastructure / Cloud Issues,P3,Medium,Resolved,2025-08-30 02:21:00,2025-08-31 00:21:00,"Payment service pods in CrashLoopBackOff, restarting every 30s. Please look into this.",CrashLoopBackOff on payment-service pods. Restarts every 30 seconds.,"Payment service fully down, all transactions failing.",S3 Buckets,Production,"Terraform, AWS",Missing environment variable after config map was accidentally deleted.,1. Checked pod logs. 2. Restored config map from git. 3. Pods stabilised.,True,True,True,Incident,Incident,0.8,1320
INC-1338,TLS certificate expired,Incident,Network / Connectivity Issues,P3,Medium,Resolved,2025-12-28 17:06:00,2025-12-29 06:06:00,"FYI - Browser showing certificate error, all HTTPS traffic failing. Any ideas?",Browser showing certificate error on main domain. API clients failing SSL handshake.,"All external traffic failing, complete customer-facing outage.",CoreDNS,Production,Cloudflare,cert-manager failed to renew certificate due to DNS challenge timeout.,1. Manually renewed via Let's Encrypt. 2. Fixed DNS challenge config. 3. Verified cert-manager auto-renew.,False,False,True,Incident,Incident,0.85,780
INC-1339,Replication lag spike,Incident,Database Issues,P2,Medium,Closed,2026-01-30 11:33:00,2026-01-30 21:33:00,Read replica falling 45 minutes behind primary. Need a fix ASAP.,Read replica falling 45 minutes behind primary. Analytics queries returning stale data.,"Reporting dashboards showing incorrect figures, business decisions affected.",Inventory DB,Production,"PostgreSQL, PgBouncer",Long-running migration on primary blocked replication slot.,1. Cancelled migration. 2. Rescheduled for off-peak. 3. Monitored lag until recovered.,False,False,True,Incident,Incident,0.92,600
INC-1340,Background job not running,Improvement / Task,Application / Backend Issues,P2,Medium,Resolved,2025-12-14 06:21:00,2025-12-17 06:21:00,Urgent: Nightly report emails not being sent.,Nightly report emails not sent. Celery beat logs show task queued but never picked up.,Finance team missing daily summary reports.,Reporting Job,Production,"Java, Spring Boot",Redis connection pool exhausted; beat scheduler silently skipping tasks.,1. Restarted Redis. 2. Increased max connections. 3. Added alerting on queue depth.,True,True,True,Incident,Improvement / Task,0.68,4320
INC-1341,Add DB query performance monitoring,Improvement / Task,Database Issues,P2,Medium,Resolved,2026-01-10 21:53:00,2026-01-11 10:53:00,FYI - Slow queries only discovered reactively after user complaints. Need proactive query monitoring.,Slow queries only discovered reactively after user complaints.,No visibility into query performance trends before they cause incidents.,User DB,Production,MySQL,"pg_stat_statements not enabled, no slow query logging configured.",1. Enabled pg_stat_statements. 2. Set log_min_duration_statement=500ms. 3. Added Grafana dashboard.,False,False,False,Improvement / Task,Improvement / Task,0.83,780
INC-1342,Refactor authentication middleware,Improvement / Task,Application / Backend Issues,P3,Low,Resolved,2025-11-12 12:33:00,2025-11-14 08:33:00,Auth logic is duplicated across 7 views. Code review flagged this as a maintenance and security risk. Please look into this.,Code review flagged auth logic duplicated across 7 views.,Technical debt increasing risk of auth bypass in future changes.,Order API,Production,"React, Node.js",Auth logic was copy-pasted during rapid feature development phase.,1. Extracted to reusable middleware. 2. Wrote unit tests. 3. Deployed incrementally.,True,True,False,Improvement / Task,Improvement / Task,0.86,2640
INC-1343,TLS certificate expired,Bug,Network / Connectivity Issues,P1,High,Resolved,2025-11-23 08:17:00,2025-11-25 21:17:00,"Browser showing certificate error, all HTTPS traffic failing. Please look into this.",Browser showing certificate error on main domain. API clients failing SSL handshake.,"All external traffic failing, complete customer-facing outage.",Load Balancer,Production,Istio,cert-manager failed to renew certificate due to DNS challenge timeout.,1. Manually renewed via Let's Encrypt. 2. Fixed DNS challenge config. 3. Verified cert-manager auto-renew.,True,False,False,Bug,Bug,0.83,3660
INC-1344,Slow query degrading API response,Bug,Application / Backend Issues,P2,High,Closed,2025-12-10 14:36:00,2025-12-14 15:36:00,Orders endpoint latency spiked from 200ms to 8 seconds. Need a fix ASAP.,P99 latency spiking from 200ms to 8s on /orders endpoint.,Order confirmation page timing out for ~15% of users.,Order API,Production,"Java, Spring Boot",Missing index on orders.created_at column after schema migration.,1. Ran EXPLAIN ANALYZE. 2. Added index concurrently. 3. Verified latency drop.,False,False,False,Bug,Bug,0.91,5820
INC-1345,Node not ready in cluster,Bug,Infrastructure / Cloud Issues,P1,High,Closed,2025-08-18 20:39:00,2025-08-23 16:39:00,"Hey team, Kubernetes node showing NotReady, pods being evicted.",kubectl shows node in NotReady state. Pods evicted and rescheduled causing brief downtime.,"30% capacity reduction, some pods pending for 15 minutes.",Kubernetes Cluster,Production,"AWS EC2, Python",Kubelet ran out of memory due to log file accumulation on node.,1. Drained node. 2. Cleared logs. 3. Restarted kubelet. 4. Uncordoned.,True,True,False,Bug,Bug,0.95,6960
INC-1346,Automate log rotation configuration,Improvement / Task,Infrastructure / Cloud Issues,P3,Low,Resolved,2025-08-29 18:39:00,2025-08-30 07:39:00,FYI - Post-incident review flagged manual log rotation as a recurring operational risk across all nodes.,Post-incident review revealed manual log rotation as recurring risk.,Recurring risk of disk full incidents across all logging nodes.,S3 Buckets,Production,"AWS EC2, Python",No standardised log rotation policy enforced via configuration management.,1. Added logrotate config to Ansible playbook. 2. Applied across fleet. 3. Tested.,False,False,False,Improvement / Task,Improvement / Task,0.97,780
INC-1347,Implement mTLS across service mesh,Improvement / Task,Network / Connectivity Issues,P3,Low,Closed,2025-10-17 19:56:00,2025-10-20 23:56:00,Raising this for tracking: Security audit found internal service-to-service traffic is unencrypted. mTLS needs to be enforced.,Security audit found internal service-to-service traffic unencrypted.,Risk of lateral movement if network is compromised.,VPN Gateway,Production,Kubernetes,"Istio mTLS set to PERMISSIVE mode, never enforced.",1. Gradually enabled STRICT mTLS per namespace. 2. Fixed services failing handshake. 3. Enforced globally.,False,False,False,Improvement / Task,Improvement / Task,0.82,4560
INC-1348,Rare data inconsistency,Bug,Misc / Edge / New Issues,P2,High,Resolved,2026-01-19 07:45:00,2026-01-19 20:45:00,Single record showing duplicate entry in user-facing table. It was working fine yesterday.,Single record showing duplicate entry in user-facing table. Cannot reproduce consistently.,Data integrity concern for one customer record.,Webapp,Production,React,Race condition in concurrent write path under very specific timing.,1. Fixed duplicate manually. 2. Added unique constraint. 3. Reviewed concurrent write paths.,False,False,False,Bug,Bug,0.93,780
INC-1349,Memory leak in backend service,Improvement / Task,Application / Backend Issues,P3,Low,Resolved,2026-01-15 23:30:00,2026-01-16 06:30:00,"Backend service memory growing unboundedly, pods restarting. It was working fine yesterday.","RSS memory growing unboundedly, OOM killer terminating pods every 6 hours.",Service restarts causing 2-3 min downtime every 6 hours for all users.,Order API,Staging,"Go, Gin",Celery worker holding reference to large object after task completion.,1. Identified object with memory profiler. 2. Added explicit del. 3. Redeployed.,False,False,False,Bug,Improvement / Task,0.73,420
INC-1350,Node not ready in cluster,Incident,Infrastructure / Cloud Issues,P3,Low,Closed,2026-01-24 01:50:00,2026-01-26 02:50:00,"Kubernetes node showing NotReady, pods being evicted. Need a fix ASAP.",kubectl shows node in NotReady state. Pods evicted and rescheduled causing brief downtime.,"30% capacity reduction, some pods pending for 15 minutes.",EC2 Fleet,Production,"Ansible, Linux",Kubelet ran out of memory due to log file accumulation on node.,1. Drained node. 2. Cleared logs. 3. Restarted kubelet. 4. Uncordoned.,True,False,True,Incident,Incident,0.81,2940
INC-1351,Pod crash looping,Bug,Infrastructure / Cloud Issues,P3,Low,Resolved,2025-09-24 07:51:00,2025-09-26 09:51:00,"Customer reported: Payment service pods in CrashLoopBackOff, restarting every 30s.",CrashLoopBackOff on payment-service pods. Restarts every 30 seconds.,"Payment service fully down, all transactions failing.",Celery Workers,Production,"Ansible, Linux",Missing environment variable after config map was accidentally deleted.,1. Checked pod logs. 2. Restored config map from git. 3. Pods stabilised.,False,False,True,Bug,Bug,0.74,3000
INC-1352,Duplicate alerts firing,Bug,Monitoring / Alert Noise,P3,Medium,Closed,2025-08-13 00:57:00,2025-08-17 22:57:00,Urgent: Receiving 50+ PagerDuty pages for the same event within 2 minutes.,Receiving 50+ PagerDuty pages for the same CPU spike event within 2 minutes.,"On-call engineer overwhelmed, real alerts buried in noise.",Alertmanager,Production,"Grafana, Loki",Alertmanager group_wait and group_interval misconfigured after config refactor.,1. Updated group_wait=30s and group_interval=5m. 2. Reloaded config. 3. Tested with firing rule.,False,False,True,Bug,Bug,0.93,7080
INC-1353,Slow query degrading API response,Incident,Application / Backend Issues,P2,Medium,Resolved,2025-12-09 03:14:00,2025-12-10 14:14:00,FYI - Orders endpoint latency spiked from 200ms to 8 seconds. Any ideas?,P99 latency spiking from 200ms to 8s on /orders endpoint.,Order confirmation page timing out for ~15% of users.,Order API,Production,"Python, FastAPI",Missing index on orders.created_at column after schema migration.,1. Ran EXPLAIN ANALYZE. 2. Added index concurrently. 3. Verified latency drop.,True,False,True,Incident,Incident,0.9,2100
INC-1354,Grafana dashboard showing no data,Incident,Monitoring / Alert Noise,P2,High,Resolved,2025-11-29 03:22:00,2025-12-02 01:22:00,All Grafana panels showing No Data despite metrics being present. It was working fine yesterday.,All panels in production dashboard showing No Data. Metrics visible in Prometheus UI.,Operations team blind to production health.,Alertmanager,Production,OpenTelemetry,Grafana datasource URL changed after Prometheus pod rescheduled to new IP.,1. Updated datasource URL to use service DNS instead of pod IP. 2. Verified panels.,False,False,True,Incident,Incident,0.87,4200
INC-1355,Implement SLO-based alerting,Improvement / Task,Monitoring / Alert Noise,P3,Low,Resolved,2025-10-14 05:58:00,2025-10-14 09:58:00,"Hey team, Current alerts track symptoms not reliability targets. Need to define SLOs and error budget alerts.","Current alerts track symptoms, not user-facing reliability targets.",Hard to know if reliability commitments are being met.,Monitoring,Production,"Grafana, Loki","No SLOs defined, alerting purely infrastructure-focused.",1. Defined SLOs for 3 key services. 2. Implemented error budget alerts. 3. Created SLO dashboard.,False,False,True,Improvement / Task,Improvement / Task,0.75,240
